4912719	4922567	5225688	5235537	19243
1946679	1956502	2299267	2309093	17830
1946679	1956502	2401488	2411314	17830
2551241	2561052	2824938	2834734	18388
3333753	3343518	3373630	3383383	18887
1807905	1817649	1680652	1690389	18031
1946679	1956265	2157220	2166819	17801
3316139	3325646	4443982	4453489	18020
3870791	3880259	4045258	4054726	18137
1735222	1744546	1548224	1557539	17192
3888050	3897291	4060251	4069492	17341
2713588	2722818	3040077	3049340	17229
5037277	5046470	5348055	5357244	16788
698265	707431	772166	781340	16689
2624112	2633091	2953390	2962362	16972
4586448	4595176	4910821	4919544	16697
690126	698786	757617	766273	16064
3698820	3707439	3805570	3814192	16613
4595084	4603658	4919462	4928046	15726
3185564	3194108	4722052	4730601	16414
3921942	3930482	4084137	4092678	16405
790034	798541	881028	889537	16031
3804694	3813181	3979026	3987513	16253
2542747	2551209	2816503	2824977	15897
5123634	5132066	5440883	5449313	16417
3086839	3095201	4470247	4478631	15467
2542894	2551209	2816676	2824977	15907
4642774	4651006	4943600	4951831	15727
59123	67213	53553	61632	15463
2467305	2475362	2752154	2760216	15143
3077903	3085955	4460527	4468597	14702
2727008	2735004	3053254	3061252	14979
4551754	4559602	4882380	4890230	15232
3746270	3754042	3914912	3922672	14568
2969934	2977638	3263055	3270754	14652
3998985	4006640	4166589	4174244	14121
1948855	1956502	2301446	2309093	14153
1948855	1956502	2403667	2411314	14153
67984	75514	60974	68501	13724
3240663	3248149	4381380	4388864	13745
2913962	2921417	3224698	3232143	14080
1600529	1607969	1379103	1386539	14173
3005520	3012919	3298038	3305435	13895
1922568	1929959	1778575	1785977	13985
2905402	2912787	3217562	3224949	14474
604253	611628	662452	669836	13990
3930434	3937803	4092658	4100030	14161
1630297	1637643	1412933	1420277	14032
2578320	2585521	2851715	2858913	13414
3229855	3237009	4762018	4769167	13798
1728293	1735366	1541529	1548587	12726
1637574	1644603	1420563	1427592	13646
658234	665213	727795	734775	13352
3524690	3531615	3607614	3614541	13212
5112402	5119317	5429621	5436546	12915
2982130	2989043	3273913	3280820	12514
3746270	3753093	3914912	3921734	13305
1745599	1752399	1558665	1565461	12761
3260142	3266915	4399550	4406313	12740
1822867	1829545	1693403	1700088	12822
1875507	1882168	1755821	1762483	12689
2961514	2968087	3256499	3263079	12531
2634514	2641031	2963623	2970144	12260
2953665	2960142	3250089	3256566	12302
194925	201168	184969	191208	11971
750437	756645	804100	810303	11792
1576172	1582333	588911	595073	11842
3077903	3084043	4460527	4466682	11361
3223922	3229927	4756107	4762107	10822
1085511	1091477	3832843	3838808	10595
2921423	2927367	3232148	3238080	11410
750715	756645	804361	810303	11421
2927281	2933204	3238713	3244641	11397
1752114	1757818	1569189	1574885	10814
0	5701	1	5710	10788
5099238	5104885	5417508	5423175	10164
4938616	4944249	5249657	5255293	10953
3881132	3886704	4054776	4060346	10898
611672	617236	669948	675511	9755
1790781	1796275	1616822	1622309	10026
2563956	2569449	2839016	2844507	9903
5099561	5104885	5417845	5423175	9852
4726303	4731607	5029057	5034360	9955
760412	765634	814396	819618	10065
885158	890342	984220	989389	8984
2424022	2429139	2721653	2726775	9791
798500	803542	889650	894696	9382
3740948	3745929	3909806	3914786	9555
1588896	1593831	1373585	1378511	9335
2988379	2993278	3280567	3285453	8980
19602	24464	17066	21928	9186
4606441	4611256	4931328	4936140	8990
1870754	1875535	1751057	1755839	9055
4152802	4157559	4317698	4322470	8592
544252	549008	595533	600294	8694
817748	822478	907542	912278	8949
75337	79980	68407	73053	8712
2793121	2797761	3073938	3078582	8638
653573	658207	721122	725758	8735
2343779	2348389	2641244	2645868	8864
5048929	5053523	5361093	5365687	8275
1780098	1784688	1593586	1598181	8725
1771974	1776550	1589045	1593618	8785
2988809	2993278	3280986	3285453	8356
3419188	3423535	3485482	3489801	7396
5119312	5123651	5436456	5440801	8191
924170	928478	1302279	1306573	7506
924170	928478	5406004	5410298	7527
755811	760105	809525	813799	7520
2651790	2656077	2977492	2981785	7850
583022	587231	641989	646188	7963
3028625	3032717	3320484	3324569	7330
175963	180028	165975	170043	7433
4621371	4625381	4938744	4942749	6817
2709644	2713578	3035379	3039312	7341
1940660	1944585	2293238	2297167	6692
1940660	1944585	2395459	2399388	6692
686004	689906	753400	757303	6697
82429	86147	73712	77426	6567
3937596	3941266	4099991	4103655	6709
522104	525760	561465	565126	6470
4722565	4726218	5025383	5029039	6621
3328749	3332392	4456648	4460300	6619
3673253	3676828	3779449	3783021	6849
3279216	3282761	3213825	3217363	6578
2560649	2564183	2834364	2837907	6548
4206390	4209914	4362363	4365893	6714
1660833	1664287	1442387	1445847	6349
2901805	2905245	4418635	4422089	6389
5026646	5030078	5329769	5333200	6541
517654	521074	558320	561748	6286
4548416	4551820	4919336	4922741	6634
4548416	4551815	4878874	4882273	6626
4904255	4907642	5219084	5222464	6412
477239	480623	4516079	4519465	6478
3134151	3137521	4100346	4103709	6432
2977473	2980832	3270677	3274053	6338
4595084	4598415	4919462	4922794	6353
477305	480623	4100346	4103655	6260
4548490	4551806	226108	229426	6414
3134206	3137521	4418825	4422143	6419
3937951	3941266	4516146	4519465	6189
477360	480667	3214059	3217363	6406
3938005	3941310	3214065	3217363	6299
3279443	3282717	4100391	4103655	6225
4595084	4598353	4879000	4882274	6254
2428901	2432168	2726639	2729915	6044
4595084	4598350	226162	229427	6224
2901981	2905245	4516200	4519465	6252
477360	480623	4418825	4422089	6247
3134206	3137468	3214059	3217320	6237
3279455	3282717	4516201	4519465	6234
3938005	3941266	4418831	4422089	6152
2901991	2905245	4100400	4103655	6244
1757671	1760924	1574731	1577979	6182
2585345	2588523	2858543	2861732	5865
3509661	3512741	3591697	3594777	5838
1817550	1820512	1690272	1693254	5205
3469383	3472228	3550986	3553838	5162
4669875	4672692	4972535	4975358	4853
5046383	5049116	5358469	5361195	4855
3802087	3804806	3976454	3979181	4791
4908975	4911681	5222366	5225070	5223
4774984	4777686	5075264	5077966	4656
1103792	1106466	388917	391599	4755
928599	931263	1483025	1485694	4552
5109742	5112396	5426935	5429584	5089
1937869	1940491	2289944	2292559	4537
928599	931175	1306595	1309168	4500
4612222	4614786	4936287	4938851	4884
1937949	1940511	2342457	2345019	4463
3121639	3124191	4503571	4506126	4635
3325572	3328088	4453426	4455948	4665
550525	552995	601746	604220	4358
3064230	3066696	3367845	3370308	4610
782385	784811	838654	841076	4562
3738625	3741010	3906868	3909252	4432
480531	482891	4422007	4424370	4395
2722499	2724834	3048784	3051122	4522
4922634	4924946	5235958	5238283	4129
3316139	3318421	4443982	4446262	4237
480531	482801	4103573	4105838	4417
5063531	5065796	579818	582081	3951
2905153	2907416	4519383	4521646	4345
1920355	1922614	1775889	1778144	4258
201068	203326	191237	193491	3902
3941174	3943397	4422007	4424226	4258
3282625	3284846	4103573	4105794	4267
5056302	5058520	573891	576116	3908
4546286	4548447	4876784	4878942	4144
3137564	3139722	4519523	4521683	4116
87082	89191	77353	79467	3748
4593068	4595176	4876979	4879082	4030
3137673	3139760	4422347	4424426	3925
4690651	4692700	4994834	4996885	3748
4813776	4815821	5133139	5135187	3711
3137673	3139713	3217562	3219603	3888
3282955	3284994	3217551	3219589	3908
4592890	4594927	223859	225904	3850
2905402	2907428	4422347	4424374	3893
3282965	3284978	4519631	4521644	3890
548769	550766	599977	601971	3462
2642727	2644719	2970095	2972084	3758
137846	139837	129458	131448	3722
4546478	4548447	4917430	4919404	3771
3424415	3426383	3499133	3501104	3659
3073363	3075271	3371747	3373651	3505
4604609	4606511	4927638	4929542	3562
3941504	3943397	3217551	3219443	3556
3941514	3943397	4519631	4521512	3559
2905402	2907282	4103913	4105794	3568
3137673	3139553	4103913	4105794	3565
480861	482739	3217551	3219422	3568
4546478	4548338	224038	225904	3560
480871	482730	4519631	4521486	3542
3309724	3311561	4442117	4443954	3523
2640944	2642773	2066587	2068422	3390
5030330	5032079	5344808	5346556	3355
3374503	3376230	3412726	3414462	3105
4392228	4393947	2929884	2931618	3017
840592	842310	939292	941009	3218
1817550	1819253	1690272	1691980	3077
4185754	4187444	4341654	4343345	3113
4931273	4932910	5242647	5244282	2851
5065898	5067534	582183	583820	3044
2724788	2726415	3051096	3052723	3076
1847781	1849377	4333373	4334958	2823
4177491	4179079	1713330	1714926	2817
4959038	4960557	2192675	2194197	2587
4978371	4979881	2185729	2187247	2583
1940632	1942139	2345041	2346544	2619
1191107	1192606	2445125	2446623	2558
1191091	1192584	3500961	3502445	2556
3312971	3314463	2185781	2187276	2551
244969	246458	2185768	2187266	2563
3312970	3314459	5380425	5381922	2571
2590232	2591720	5091953	5093436	2550
2051465	2052949	2185781	2187260	2560
4240015	4241495	2192756	2194237	2546
4240080	4241559	5380391	5381871	2553
244908	246382	2192778	2194248	2553
1109338	1110812	1909930	1911403	2547
4213078	4214552	4367134	4368607	2613
4959217	4960691	3803415	3804897	2541
521073	522546	2188700	2190166	2503
160322	161793	2188700	2190172	2534
2945821	2947292	3803286	3804767	2537
2478591	2480059	3501027	3502498	2521
1805932	1807399	5357087	5358550	2551
1985719	1987186	2445206	2446668	2538
2478485	2479950	5357086	5358550	2553
2590355	2591820	2188681	2190151	2568
4978272	4979732	3717407	3718859	2476
1109317	1110776	5389679	5391132	2542
520965	522420	2445097	2446568	2529
2590227	2591681	5357093	5358551	2533
4978347	4979801	2428949	2430402	2498
3312904	3314356	2438543	2439989	2501
1931308	1932759	5380402	5381840	2543
1985605	1987056	5091981	5093407	2543
2761262	2762713	3666922	3668378	2546
3531551	3533002	5357204	5358660	2483
4212620	4214071	4367641	4369088	2612
1903623	1905073	1730952	1732393	2488
2827181	2828631	3096692	3098131	2510
4959179	4960626	3974248	3975705	2564
4959218	4960664	5380432	5381870	2529
532806	534251	355064	356501	2479
1985699	1987144	3666915	3668352	2542
5060120	5061565	5389678	5391127	2572
1806047	1807491	5092047	5093492	2543
4959088	4960531	2586656	2588109	2484
4978294	4979736	2192725	2194174	2536
344031	345472	5389761	5391204	2508
4978307	4979748	850762	852202	2490
1865075	1866515	2586697	2588142	2470
1931275	1932715	3113482	3114926	2484
4240024	4241464	2438526	2439965	2485
244972	246411	1789153	1790589	2466
4771335	4772772	3721171	3722598	2455
160264	161699	3501014	3502457	2529
1806062	1807497	5389786	5391224	2527
1985704	1987137	1730967	1732401	2482
2945889	2947319	355065	356496	2482
344022	345451	3721109	3722539	2471
2945924	2947353	2429016	2430446	2459
3312902	3314331	850802	852231	2485
1903655	1905083	3721167	3722597	2497
2041894	2043321	355002	356439	2479
344032	345457	3501009	3502443	2477
1931291	1932715	2438560	2439988	2485
1109433	1110855	5092060	5093484	2536
1191200	1192620	5092081	5093500	2526
1985705	1987125	2188662	2190081	2538
160229	161648	1909953	1911378	2513
2041900	2043318	3113451	3114871	2459
3531557	3532975	5092059	5093473	2474
532823	534240	2192826	2194241	2525
2761230	2762647	3501004	3502420	2520
532828	534244	2185759	2187183	2539
2945847	2947262	3113464	3114873	2484
2945863	2947277	3717474	3718882	2467
521000	522413	1909973	1911391	2461
1805997	1807410	1909953	1911368	2512
4959137	4960550	3113462	3114880	2476
4240039	4241451	3803338	3804744	2502
4959164	4960576	355062	356469	2476
4978414	4979826	2438608	2440022	2480
3531490	3532901	3500983	3502388	2461
2041946	2043356	3717502	3718908	2476
4782823	4784233	5389800	5391208	2532
2945873	2947282	1789109	1790526	2474
1931284	1932692	2428972	2430376	2472
1865076	1866482	2192768	2194169	2512
2945924	2947330	5380417	5381826	2526
1806090	1807493	1730997	1732396	2456
1931291	1932694	3717499	3718903	2458
5060230	5061631	3501047	3502452	2505
244917	246317	3803338	3804745	2506
1109455	1110855	3721169	3722576	2518
2590285	2591684	5389726	5391128	2530
4240051	4241450	2586729	2588124	2466
1865173	1866570	3803416	3804810	2496
1806043	1807439	2188648	2190056	2527
4978358	4979754	1789104	1790507	2474
3312966	3314361	2192851	2194250	2535
1985651	1987045	5357160	5358550	2498
2051461	2052855	5380422	5381816	2532
2478587	2479981	1730942	1732339	2448
1903624	1905017	5357204	5358592	2501
4782804	4784197	1730962	1732354	2454
1865110	1866502	3113500	3114885	2452
160259	161648	2445152	2446544	2522
5060176	5061565	5092006	5093400	2524
344056	345444	3666919	3668305	2473
244918	246305	3113481	3114866	2474
4240095	4241482	3113520	3114914	2462
3312967	3314353	2429022	2430399	2459
4978348	4979734	355039	356427	2467
2041959	2043344	3974247	3975636	2515
2478579	2479964	5389761	5391137	2517
5060180	5061565	5357174	5358552	2513
2051415	2052799	3803358	3804745	2500
4959187	4960569	3717520	3718894	2455
3312905	3314286	3717482	3718859	2454
1806074	1807454	2445207	2446576	2511
4782817	4784196	2445195	2446580	2523
521063	522441	1730987	1732361	2454
2041980	2043358	1789162	1790539	2451
2945902	2947280	2192823	2194196	2513
4771339	4772716	2445218	2446585	2434
2051444	2052820	3974262	3975638	2520
2051442	2052816	3717519	3718901	2458
244943	246316	355067	356438	2470
2478580	2479950	3721120	3722485	2497
2945924	2947293	2185772	2187138	2506
4240083	4241452	3974252	3975616	2504
1191158	1192525	3666901	3668269	2503
4978412	4979778	3113539	3114911	2458
4240079	4241444	355067	356441	2468
1191180	1192542	1730968	1732330	2432
532826	534186	5380406	5381765	2511
4959189	4960549	1789149	1790507	2447
1109435	1110794	2445193	2446551	2500
1903651	1905009	5389802	5391168	2513
2041954	2043312	3803377	3804735	2490
2590351	2591709	1730978	1732335	2444
160321	161678	5092088	5093447	2493
1903654	1905011	5092079	5093437	2504
2041988	2043345	850871	852228	2437
521033	522388	3666911	3668269	2442
1191181	1192536	5357216	5358568	2496
1903626	1904981	3666912	3668271	2497
4771339	4772694	2188700	2190052	2421
3312961	3314315	3803395	3804753	2498
2041995	2043347	2586796	2588152	2443
1109436	1110787	3666927	3668280	2493
2051464	2052815	1789173	1790526	2445
4959218	4960569	850878	852226	2446
532840	534189	3803398	3804750	2490
4771299	4772648	5357200	5358550	2419
1931317	1932665	3803394	3804742	2494
2051448	2052794	355096	356437	2443
2590334	2591680	3501034	3502382	2492
1865173	1866518	2185786	2187127	2499
2590344	2591688	1910020	1911367	2486
2828537	2829881	3098064	3099409	2496
1865165	1866508	2429021	2430362	2452
160322	161664	3666952	3668298	2498
2051449	2052790	2438593	2439939	2440
4240107	4241448	2185767	2187112	2508
532832	534172	2438596	2439932	2453
1985706	1987045	3721150	3722485	2478
3531586	3532925	1910050	1911385	2430
160293	161631	1730970	1732306	2439
2041980	2043317	2185769	2187110	2503
1931320	1932653	1789155	1790489	2438
160322	161653	5357241	5358571	2486
344087	345418	5357241	5358571	2432
1109459	1110790	3501070	3502397	2480
5060234	5061565	2188686	2190011	2493
2945937	2947265	3974287	3975616	2491
2761279	2762605	5357228	5358550	2482
1865173	1866495	5380432	5381756	2489
160322	161641	3721176	3722492	2469
1865173	1866489	2438617	2439937	2431
3312973	3314287	3974286	3975599	2488
2041995	2043306	5380432	5381743	2489
4782839	4784149	5357241	5358551	2478
1109461	1110770	1730997	1732306	2422
4731618	4732924	5034411	5035734	2319
3221023	3222322	4754808	4756109	2239
3698350	3699616	3804726	3805988	2353
1083029	1084112	3830908	3831988	1853
81601	82621	72854	73870	1795
4213562	4214552	4367134	4368124	1727
4212620	4213588	4368124	4369088	1679
5060671	5061639	3661029	3661998	1663
5014712	5015675	5323684	5324649	1708
4410308	4411268	3669647	3670597	1642
4959152	4960110	5084318	5085271	1652
2945879	2946831	5084325	5085271	1642
1865126	1866065	5084337	5085271	1635
4783256	4784192	3661029	3661961	1636
2590788	2591722	3661029	3661958	1646
951462	952388	1489008	1489933	1589
1904082	1905008	3661029	3661959	1633
160739	161644	3661029	3661932	1624
1676231	1677133	1501677	1502578	1715
4771756	4772657	3661029	3661930	1585
2479058	2479958	3661029	3661930	1626
4978415	4979315	5084371	5085271	1625
1986153	1987052	3661029	3661930	1625
1191625	1192517	3661029	3661920	1623
3312977	3313869	5084380	5085271	1623
4240122	4241014	5084380	5085271	1623
4410308	4411192	2485454	2486337	1556
3720693	3721496	3825990	3826800	1486
779520	780316	1489037	1489832	1536
2762604	2763390	2439194	2439974	1385
3247761	3248546	4388539	4389323	1340
2762604	2763378	3974866	3975642	1411
4977221	4977994	1489060	1489833	1521
2762604	2763364	3803993	3804755	1395
2762604	2763350	1789754	1790502	1358
2762604	2763349	5381009	5381756	1398
1869485	1870197	1737830	1738544	1359
1557326	1558024	1270656	1271372	1272
2475580	2476208	2760202	2760830	1210
1865173	1865741	3653644	3654212	1051
4240122	4240690	3653644	3654212	1051
2051450	2052038	3653621	3654212	1061
2945916	2946507	3653621	3654212	1058
532834	533423	3653620	3654212	1054
3561954	3562496	355895	356440	999
3561954	3562496	3114331	3114873	996
2041955	2042563	3653608	3654212	1061
4959150	4959786	3653570	3654212	1091
3561954	3562485	2193639	2194171	972
3561954	3562494	5381211	5381750	976
3312926	3313545	3653592	3654212	1061
3561954	3562496	2186565	2187107	978
3561954	3562523	3718329	3718900	1004
3561954	3562524	2429808	2430378	1004
3561954	3562523	1789956	1790526	1003
3561954	3562543	2439396	2439992	1016
1868130	1868663	1735902	1736436	922
4722251	4722609	5024962	5025318	647
3121314	3121683	4503208	4503575	639
2751010	2751310	3073710	3074014	564
2762604	2762919	5084957	5085271	562
760206	760451	814092	814336	467
2505672	2505950	2782765	2783037	474
2644821	2645047	2971951	2972174	415
4831821	4832016	5150526	5150721	374
4831933	4832128	5150414	5150609	374
2988758	2989004	3280671	3280912	423
760053	760241	814144	814332	354
3376004	3376233	3414344	3414576	397
2451724	2451855	836146	836277	252
4801977	4802132	5073002	5073156	272
4770150	4770304	5119749	5119904	266
1118889	1119002	2453110	2453220	201
1123095	1123205	2457313	2457426	201
4832044	4832128	5150414	5150497	160
4831821	4831904	5150637	5150721	160
665857	665937	735248	735331	156
665748	665834	735357	735440	159
1214768	1214850	5150637	5150718	156
4658367	4658403	216633	216669	74
236675	236726	3201006	3201057	92
5001962	5002002	4770409	4770449	79
517837	517872	5309380	5309415	72
5001964	5001998	5423094	5423128	70
5001964	5001998	5423195	5423229	70
684464	684504	5309378	5309418	76
5001962	5002002	647970	648010	76
5001962	5002002	1198220	1198260	76
5001956	5001998	6906	6947	76
588444	588482	3097987	3098023	70
1728488	1728528	889602	889641	72
5001959	5002002	417549	417591	75
1728489	1728528	4770407	4770445	70
1728488	1728529	1198216	1198257	72
